@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute inputs-9 numeric
@attribute inputs-10 numeric
@attribute inputs-11 numeric
@attribute inputs-12 numeric
@attribute inputs-13 numeric
@attribute inputs-14 numeric
@attribute inputs-15 numeric
@attribute outputs-1 numeric
@attribute outputs-2 numeric
@attribute outputs-3 numeric
@attribute outputs-4 numeric
@attribute outputs-5 numeric
@attribute outputs-6 numeric
@attribute outputs-7 numeric
@attribute outputs-8 numeric
@attribute outputs-9 numeric

@data
785,'2018/04/07 15:48:27:996',8,529.717834,401.643494,31.137115,411.304047,396.800293,54.096493,378.835907,401.119507,57.254971,345.920532,407.282959,54.719116,297.103149,407.642151,48.38092,0,0,0,0,0,0,1,0,0
786,'2018/04/07 15:48:28:044',8,530.249695,402.094574,31.108528,411.953247,398.117554,54.078236,379.507843,401.934692,57.240292,345.689331,406.982574,54.741173,297.678192,408.142944,48.360016,0,0,0,0,0,0,1,0,0
787,'2018/04/07 15:48:28:097',8,531.490845,402.997009,31.153667,413.199493,399.325623,54.14571,380.678101,402.956238,57.314671,346.295441,407.511261,54.839828,298.713684,409.148193,48.4347,0,0,0,0,0,0,1,0,0
788,'2018/04/07 15:48:28:145',8,531.881348,403.409424,31.144096,413.542786,399.441406,54.149193,381.090973,403.455322,57.31736,346.861664,408.459167,54.830128,299.133728,409.897339,48.442471,0,0,0,0,0,0,1,0,0
789,'2018/04/07 15:48:28:196',8,531.924927,403.700073,31.14044,413.508789,399.586914,54.154377,381.042847,403.727905,57.319923,347.251434,409.431458,54.797421,299.157349,410.162842,48.44125,0,0,0,0,0,0,1,0,0
790,'2018/04/07 15:48:28:246',8,531.71875,404.050415,31.124908,413.405823,399.641144,54.148376,380.886963,404.022491,57.315277,347.139221,410.129303,54.784966,299.17688,410.652466,48.446304,0,0,0,0,0,0,1,0,0
791,'2018/04/07 15:48:28:295',8,531.56897,404.221802,31.115332,413.371246,399.731445,54.150276,380.712402,404.417358,57.312843,347.080811,410.854858,54.764301,299.225433,410.888885,48.448418,0,0,0,0,0,0,1,0,0
792,'2018/04/07 15:48:28:363',8,531.022034,404.516907,31.085546,413.115265,399.57959,54.139214,380.279388,404.601563,57.304001,346.995392,411.613037,54.737053,299.251495,411.221741,48.453659,0,0,0,0,0,0,1,0,0
793,'2018/04/07 15:48:28:429',8,530.877258,404.797913,31.072454,413.018066,399.322937,54.117683,380.091827,404.747101,57.274807,346.989868,411.568176,54.715649,299.36676,411.134369,48.440876,0,0,0,0,0,0,1,0,0
794,'2018/04/07 15:48:28:478',8,530.781982,404.983551,31.05715,413.047607,399.930359,54.104492,380.105621,404.736511,57.269283,346.882782,411.387177,54.714409,299.373962,411.017487,48.434647,0,0,0,0,0,0,1,0,0
795,'2018/04/07 15:48:28:546',8,530.800476,405.034058,31.045383,413.15802,400.083618,54.107468,380.24469,404.751831,57.27388,347.012085,411.37796,54.718075,299.41452,410.884033,48.44429,0,0,0,0,0,0,1,0,0
796,'2018/04/07 15:48:28:596',8,530.869507,405.05545,31.03713,413.25351,400.054871,54.104671,380.369568,404.779633,57.270824,347.297089,411.551819,54.707031,299.615631,410.948822,48.441811,0,0,0,0,0,0,1,0,0
797,'2018/04/07 15:48:28:647',8,531.007813,405.051758,31.031578,413.474152,400.131683,54.106186,380.586182,404.77832,57.274479,347.461029,411.464172,54.716225,299.83313,410.914917,48.450996,0,0,0,0,0,0,1,0,0
798,'2018/04/07 15:48:28:697',8,531.109192,405.036743,31.026798,413.579315,400.154236,54.104202,380.721832,404.850342,57.270969,347.630768,411.517334,54.712566,299.942657,410.890656,48.453007,0,0,0,0,0,0,1,0,0
799,'2018/04/07 15:48:28:745',8,531.322632,405.006866,31.029955,413.704468,400.380432,54.101135,380.849518,404.811951,57.269184,347.649506,411.277863,54.718513,300.132935,410.867554,48.446556,0,0,0,0,0,0,1,0,0
800,'2018/04/07 15:48:28:794',8,531.327148,405.00177,31.01734,413.73764,400.368652,54.094357,380.900452,404.835663,57.262989,347.626526,411.202454,54.718891,300.144928,410.863403,48.446232,0,0,0,0,0,0,1,0,0
801,'2018/04/07 15:48:28:843',8,531.322937,404.922485,31.010069,413.71579,400.11795,54.085751,380.874756,404.909119,57.251472,347.708679,411.323151,54.707649,300.191345,410.904846,48.447033,0,0,0,0,0,0,1,0,0
802,'2018/04/07 15:48:28:892',8,531.32489,404.947815,30.998386,413.703003,400.049133,54.076107,380.822449,405.063995,57.237297,347.692383,411.316162,54.699894,300.226318,410.970825,48.439247,0,0,0,0,0,0,1,0,0
803,'2018/04/07 15:48:28:943',8,531.265869,405.053101,30.984665,413.702942,400.136108,54.073303,380.827515,405.208466,57.232361,347.736115,411.398895,54.693577,300.205048,411.04126,48.437111,0,0,0,0,0,0,1,0,0
804,'2018/04/07 15:48:28:997',8,531.154297,405.186646,30.978088,413.673096,400.110107,54.070938,380.832703,405.324554,57.227406,347.973083,411.832275,54.670986,300.247742,411.121155,48.439369,0,0,0,0,0,0,1,0,0
805,'2018/04/07 15:48:29:046',8,531.109741,405.293762,30.976934,413.524475,400.13739,54.056946,380.67923,405.386963,57.209572,347.920929,411.917145,54.649815,300.206696,411.168213,48.423321,0,0,0,0,0,0,1,0,0
806,'2018/04/07 15:48:29:096',8,531.118774,405.312927,30.995129,413.393524,400.154907,54.05209,380.542999,405.479065,57.19746,347.804047,411.968658,54.635845,300.128143,411.162598,48.411819,0,0,0,0,0,0,1,0,0
807,'2018/04/07 15:48:29:145',8,530.937134,405.363129,30.995192,413.330475,400.19165,54.055,380.452393,405.441193,57.202362,347.789063,412.087189,54.634357,300.097382,411.154449,48.422424,0,0,0,0,0,0,1,0,0
808,'2018/04/07 15:48:29:194',8,530.49939,405.414368,31.012381,412.927307,400.389587,54.07217,380.030518,405.204102,57.222431,347.392029,411.937042,54.642929,299.790039,410.974121,48.429676,0,0,0,0,0,0,1,0,0
809,'2018/04/07 15:48:29:243',8,530.141968,405.409149,31.015921,412.540894,400.64978,54.081036,379.626404,405.091858,57.231995,346.867615,411.595398,54.655033,299.353271,410.655487,48.431873,0,0,0,0,0,0,1,0,0
810,'2018/04/07 15:48:29:294',8,529.980164,405.415833,30.999815,412.367645,400.813324,54.064331,379.453888,405.062164,57.216946,346.853699,411.696655,54.631138,299.212128,410.65097,48.414268,0,0,0,0,0,0,1,0,0
811,'2018/04/07 15:48:29:343',8,529.833862,405.43634,30.970997,412.247498,401.223816,54.036003,379.404144,405.163544,57.192974,346.701843,411.571747,54.616791,299.119263,410.709991,48.390755,0,0,0,0,0,0,1,0,0
812,'2018/04/07 15:48:29:394',8,529.69751,405.490784,30.918514,412.235321,401.56958,53.999168,379.468872,405.401794,57.161209,346.645996,411.481323,54.603867,299.089142,410.921021,48.3689,0,0,0,0,0,0,1,0,0
813,'2018/04/07 15:48:29:445',8,529.743408,405.605011,30.884705,412.253082,401.767395,53.967846,379.524658,405.632507,57.130238,346.788483,411.793396,54.569984,299.152527,411.220062,48.339249,0,0,0,0,0,0,1,0,0
814,'2018/04/07 15:48:29:493',8,529.806152,405.69458,30.863432,412.301971,402.054718,53.956501,379.615265,405.867981,57.119511,346.89978,412.028778,54.553703,299.210968,411.403503,48.323322,0,0,0,0,0,0,1,0,0
815,'2018/04/07 15:48:29:547',8,529.87262,405.760345,30.848837,412.405457,402.226074,53.95047,379.764526,405.989502,57.115643,346.417084,411.207916,54.596462,299.216644,411.447021,48.322853,0,0,0,0,0,0,1,0,0
816,'2018/04/07 15:48:29:597',8,530.368591,405.83197,30.798063,412.920746,402.516296,53.905926,380.346832,406.390259,57.070217,347.020752,411.661377,54.551571,299.704803,411.838623,48.284531,0,0,0,0,0,0,1,0,0
817,'2018/04/07 15:48:29:645',8,531.135742,405.982422,30.76734,413.546173,402.915741,53.867218,380.975983,406.962646,57.023102,347.789551,412.344788,54.491478,300.393555,412.378967,48.227051,0,0,0,0,0,0,1,0,0
818,'2018/04/07 15:48:29:697',8,531.55249,406.233368,30.743128,414.189697,402.950226,53.863831,381.667694,407.15271,57.022911,348.741913,413.006927,54.474735,301.031494,412.692535,48.241489,0,0,0,0,0,0,1,0,0
819,'2018/04/07 15:48:29:746',8,532.441589,406.71524,30.739445,415.16922,402.756927,53.871696,382.689453,407.019836,57.03896,349.948517,413.317932,54.486851,302.085205,412.872192,48.276901,0,0,0,0,0,0,1,0,0
820,'2018/04/07 15:48:29:794',8,533.009094,406.835083,30.720995,415.643433,402.722809,53.881962,383.15744,407.03952,57.049065,350.353973,413.386108,54.496582,302.578094,412.876923,48.289845,0,0,0,0,0,0,1,0,0
821,'2018/04/07 15:48:29:844',8,533.208008,406.985413,30.6896,415.938354,402.819641,53.870434,383.459015,407.232605,57.037029,350.677429,413.712036,54.47839,302.864929,413.048248,48.282478,0,0,0,0,0,0,1,0,0
822,'2018/04/07 15:48:29:895',8,533.290466,407.228027,30.70125,415.751251,402.609497,53.860298,383.290649,407.38739,57.021835,350.687775,414.078064,54.46595,302.878448,413.443054,48.278954,0,0,0,0,0,0,1,0,0
823,'2018/04/07 15:48:29:945',8,533.266968,407.318726,30.710789,415.294373,402.767548,53.826351,382.960693,407.799286,56.966728,350.280792,414.170776,54.41214,302.553009,413.52356,48.215256,0,0,0,0,0,0,1,0,0
824,'2018/04/07 15:48:29:993',8,533.002258,407.257141,30.720188,414.726868,403.703278,53.794899,382.494934,407.95459,56.942513,349.688293,414.0177,54.395233,302.119324,413.532562,48.183548,0,0,0,0,0,0,1,0,0
825,'2018/04/07 15:48:30:048',8,532.641663,407.19455,30.712811,414.373871,404.408875,53.780064,382.148529,408.088928,56.936756,349.138672,413.760895,54.402599,301.740112,413.49942,48.174519,0,0,0,0,0,0,1,0,0
826,'2018/04/07 15:48:30:098',8,532.410889,407.134064,30.707939,414.443146,405.064056,53.799641,382.242737,408.446075,56.963875,348.889771,413.32309,54.454449,301.611969,413.500824,48.197857,0,0,0,0,0,0,1,0,0
827,'2018/04/07 15:48:30:147',8,532.44342,407.105957,30.679529,414.812439,405.467957,53.803879,382.613037,408.494751,56.984234,348.635345,412.360565,54.526096,301.546082,413.410919,48.231777,0,0,0,0,0,0,1,0,0
828,'2018/04/07 15:48:30:198',8,532.905884,407.15387,30.660896,415.457489,405.204468,53.808277,383.324554,408.535492,56.990055,349.421417,412.679504,54.528469,302.002716,413.465179,48.254433,0,0,0,0,0,0,1,0,0
829,'2018/04/07 15:48:30:248',8,533.774902,407.338989,30.671396,416.270966,404.875641,53.818562,384.157104,408.739349,56.989704,350.456024,413.214386,54.512093,302.848022,413.712158,48.253616,0,0,0,0,0,0,1,0,0
830,'2018/04/07 15:48:30:296',8,534.295471,407.524414,30.687458,416.78421,404.709229,53.837696,384.652466,408.851715,57.003601,351.170837,413.83667,54.501026,303.381561,413.879578,48.266205,0,0,0,0,0,0,1,0,0
831,'2018/04/07 15:48:30:362',8,534.549988,407.663513,30.709686,416.879028,404.715515,53.864422,384.725372,408.912994,57.02755,351.450928,414.251282,54.505234,303.573669,414.036194,48.281231,0,0,0,0,0,0,1,0,0
832,'2018/04/07 15:48:30:411',8,534.722656,407.668213,30.716352,416.838257,404.806641,53.87978,384.66095,408.979553,57.039654,351.470001,414.411194,54.507626,303.620483,414.102112,48.281834,0,0,0,0,0,0,1,0,0
833,'2018/04/07 15:48:30:479',8,534.703918,407.87085,30.725515,416.903717,404.841248,53.912994,384.729675,409.041504,57.075371,351.46283,414.437927,54.548454,303.638,414.131989,48.324821,0,0,0,0,0,0,1,0,0
834,'2018/04/07 15:48:30:529',8,534.742188,407.905548,30.738026,416.950928,404.728333,53.929432,384.775818,409.025055,57.091454,351.514862,414.517059,54.562798,303.691498,414.154022,48.343777,0,0,0,0,0,0,1,0,0
835,'2018/04/07 15:48:30:577',8,534.855896,407.978333,30.764494,416.986786,404.904083,53.95015,384.79953,409.096375,57.108807,351.530914,414.56488,54.572277,303.727783,414.095459,48.349804,0,0,0,0,0,0,1,0,0
836,'2018/04/07 15:48:30:631',8,535.015137,407.895813,30.777597,417.122803,405.25177,53.962437,384.941803,409.22345,57.120472,351.533691,414.493439,54.583107,303.792358,413.990265,48.349125,0,0,0,0,0,0,1,0,0
837,'2018/04/07 15:48:30:678',8,535.107422,407.782349,30.798328,417.24826,405.255157,53.989498,385.054779,409.069427,57.154037,351.748383,414.483917,54.610909,303.914307,413.916718,48.381466,0,0,0,0,0,0,1,0,0
838,'2018/04/07 15:48:30:728',8,535.116638,407.483917,30.810444,417.484924,405.063477,54.02301,385.188416,408.807617,57.19585,351.95813,414.281128,54.656307,304.093811,413.797943,48.428379,0,0,0,0,0,0,1,0,0
839,'2018/04/07 15:48:30:781',8,535.142273,407.328491,30.816097,417.57373,404.635437,54.037174,385.207916,408.626343,57.20797,351.989777,414.103241,54.673634,304.14563,413.668518,48.445244,0,0,0,0,0,0,1,0,0
840,'2018/04/07 15:48:30:829',8,535.160339,407.183716,30.825739,417.572418,404.490723,54.044621,385.199432,408.552307,57.213779,351.99762,414.02182,54.680061,304.140808,413.588135,48.451313,0,0,0,0,0,0,1,0,0
841,'2018/04/07 15:48:30:877',8,534.890076,406.909302,30.853292,417.300262,404.226807,54.056381,384.916534,408.407684,57.221767,351.827942,413.982697,54.681091,303.907043,413.48645,48.454636,0,0,0,0,0,0,1,0,0
842,'2018/04/07 15:48:30:927',8,534.199097,406.560791,30.884235,416.764038,403.907837,54.095379,384.333405,408.15979,57.25864,351.327515,413.798004,54.708485,303.295929,413.058197,48.491684,0,0,0,0,0,0,1,0,0
843,'2018/04/07 15:48:38:714',9,472.248352,72.065338,28.983753,379.1185,84.332581,46.661217,353.898499,89.285431,49.56665,318.181854,96.592316,47.818684,276.269073,95.544525,43.545498,0,0,0,0,0,0,0,1,0
844,'2018/04/07 15:48:38:765',9,474.254364,70.033295,29.063093,377.759796,82.236053,46.903152,353.51947,89.170593,49.505306,318.722198,95.302979,47.844002,276.795746,95.661682,43.479893,0,0,0,0,0,0,0,1,0
845,'2018/04/07 15:48:38:830',9,475.279572,70.396667,28.897612,377.826324,81.858643,46.82085,352.662964,87.983856,49.535252,319.606384,95.457153,47.656845,277.353455,95.673248,43.343628,0,0,0,0,0,0,0,1,0
846,'2018/04/07 15:48:38:882',9,475.791809,72.894379,28.947302,377.472961,81.742493,46.836933,349.087463,85.31839,49.839703,319.66571,96.164276,47.53891,277.768341,96.33786,43.228828,0,0,0,0,0,0,0,1,0
847,'2018/04/07 15:48:38:947',9,476.159119,73.0177,29.036385,377.111816,81.440308,46.763371,346.645142,82.917419,49.939388,319.320923,95.925781,47.420128,277.288391,96.001709,43.113564,0,0,0,0,0,0,0,1,0
848,'2018/04/07 15:48:38:998',9,473.810577,73.71933,28.342453,376.483948,81.971161,46.095772,345.684265,82.191132,49.405865,317.517273,95.47699,46.915436,275.366943,94.982391,42.667912,0,0,0,0,0,0,0,1,0
849,'2018/04/07 15:48:39:047',9,469.80188,70.641418,28.103798,376.195343,79.457611,45.944542,346.344971,81.579468,49.109192,316.953735,94.567841,46.793568,275.083344,94.466187,42.548046,0,0,0,0,0,0,0,1,0
850,'2018/04/07 15:48:39:101',9,467.542755,73.509033,28.055403,375.998077,80.305359,46.011108,347.070343,85.652893,48.929848,315.541748,95.657776,46.919731,274.095215,95.744537,42.63895,0,0,0,0,0,0,0,1,0
851,'2018/04/07 15:48:39:147',9,465.700226,74.655243,28.198555,375.870605,81.433868,46.03413,345.788544,85.170166,49.115574,314.648163,95.352905,47.112923,273.029846,95.943573,42.731812,0,0,0,0,0,0,0,1,0
852,'2018/04/07 15:48:39:199',9,463.582367,73.367523,28.134087,377.699677,81.764923,46.022682,348.138519,85.763885,49.171783,314.874847,95.444977,47.397079,273.668457,95.996918,43.074387,0,0,0,0,0,0,0,1,0
853,'2018/04/07 15:48:39:248',9,459.795135,74.731201,28.529333,375.469879,83.059052,45.978874,345.876282,87.936584,48.958397,311.918182,94.816498,47.33984,270.412231,94.674713,42.969566,0,0,0,0,0,0,0,1,0
854,'2018/04/07 15:48:39:296',9,459.116791,74.609772,28.921211,373.69162,83.178986,46.067184,342.9422,86.990875,49.099457,311.130554,94.42926,47.2257,269.11499,94.361328,42.846134,0,0,0,0,0,0,0,1,0
855,'2018/04/07 15:48:39:346',9,459.023865,74.504761,29.084635,372.848694,82.939484,46.149548,341.748901,86.614594,49.171474,311.278503,94.575867,47.156139,268.774414,94.265381,42.792366,0,0,0,0,0,0,0,1,0
856,'2018/04/07 15:48:39:396',9,458.941589,73.521851,29.341536,371.24408,83.153748,46.345016,340.204773,86.651276,49.31744,310.982422,94.39978,47.200397,268.530029,94.979736,42.724804,0,0,0,0,0,0,0,1,0
857,'2018/04/07 15:48:39:446',9,458.538086,71.312653,29.66717,370.305664,82.968201,46.534328,340.137329,86.577301,49.446423,311.075256,94.332855,47.246716,268.233093,94.691254,42.787239,0,0,0,0,0,0,0,1,0
858,'2018/04/07 15:48:39:494',9,458.514832,70.606903,29.691095,370.519714,83.143311,46.520706,340.463531,86.408905,49.457531,311.36911,94.460449,47.22974,268.510956,94.787628,42.778198,0,0,0,0,0,0,0,1,0
859,'2018/04/07 15:48:39:546',9,457.701996,69.580017,29.736116,370.121735,83.227203,46.549389,342.275299,88.19458,49.278305,311.267822,93.675049,47.272976,268.473938,94.716644,42.785522,0,0,0,0,0,0,0,1,0
860,'2018/04/07 15:48:39:596',9,456.48172,68.713287,29.246151,371.143982,82.907837,46.398598,343.381622,87.461517,49.224171,312.020538,92.497559,47.366322,269.068298,93.880371,42.959755,0,0,0,0,0,0,0,1,0
861,'2018/04/07 15:48:39:645',9,455.681427,67.944702,28.955561,372.291351,82.550079,46.362751,343.874695,86.238647,49.34219,313.384888,92.157837,47.402321,270.839447,94.04657,42.971043,0,0,0,0,0,0,0,1,0
862,'2018/04/07 15:48:39:696',9,454.788635,68.654968,28.826702,371.326874,79.927795,46.298634,342.556641,83.223572,49.302883,313.011597,91.121765,47.153889,270.412384,91.966125,42.827435,0,0,0,0,0,0,0,1,0
863,'2018/04/07 15:48:39:749',9,454.698242,69.728973,28.839899,370.62738,78.436646,46.349312,345.827454,87.332794,48.674023,312.613586,91.371674,47.052155,271.222412,92.835114,42.658512,0,0,0,0,0,0,0,1,0
864,'2018/04/07 15:48:39:797',9,453.195068,69.96167,28.742861,370.533356,77.848755,46.101173,345.942383,87.691315,48.349903,311.896515,90.457886,46.888157,270.978027,92.418213,42.450554,0,0,0,0,0,0,0,1,0
865,'2018/04/07 15:48:39:845',9,453.598053,68.967682,28.843857,371.10083,76.73526,46.094521,345.597534,83.513641,48.691647,312.0849,89.666473,46.890594,271.373932,91.59967,42.463337,0,0,0,0,0,0,0,1,0
866,'2018/04/07 15:48:39:896',9,453.457275,68.405579,28.768206,371.403107,76.113129,46.410873,347.884033,84.728149,48.858753,313.228638,91.643799,47.04594,272.408447,92.344177,42.730347,0,0,0,0,0,0,0,1,0
867,'2018/04/07 15:48:39:949',9,455.086334,69.159241,29.317835,369.190552,74.876953,46.648628,343.561768,83.346619,49.077641,311.46579,90.833069,46.993073,271.470154,91.659393,42.489548,0,0,0,0,0,0,0,1,0
868,'2018/04/07 15:48:40:000',9,454.75351,65.420593,29.054466,370.679321,75.470184,46.43412,346.245331,84.603302,48.755241,312.217041,90.327881,46.93943,272.207489,91.239014,42.470337,0,0,0,0,0,0,0,1,0
869,'2018/04/07 15:48:40:049',9,454.735779,63.403595,28.562042,371.455933,77.017303,46.308102,348.468567,88.22699,48.305183,311.899658,90.102509,46.957878,271.442108,90.735382,42.539658,0,0,0,0,0,0,0,1,0
870,'2018/04/07 15:48:40:098',9,453.470734,62.885376,28.396057,370.668854,75.406372,46.15794,346.024048,84.793793,48.409149,310.887848,89.016998,46.817616,270.554688,89.66217,42.454929,0,0,0,0,0,0,0,1,0
871,'2018/04/07 15:48:40:145',9,451.917816,64.58905,28.683241,371.009491,76.641113,46.050789,344.393494,82.028442,48.720116,310.683167,89.781006,46.734673,269.969849,89.529877,42.428715,0,0,0,0,0,0,0,1,0
872,'2018/04/07 15:48:40:195',9,451.445068,63.473724,28.59351,371.797089,75.247101,46.011303,345.444153,80.386261,48.739616,310.609039,85.905884,47.034531,270.840881,88.987091,42.493382,0,0,0,0,0,0,0,1,0
873,'2018/04/07 15:48:40:246',9,452.697906,66.305481,29.049656,372.19165,75.855377,46.068203,345.161987,80.932526,48.848785,311.658905,86.529968,47.095963,271.183289,90.124725,42.560741,0,0,0,0,0,0,0,1,0
874,'2018/04/07 15:48:40:295',9,452.639252,64.832092,28.884914,372.300079,75.173279,45.860535,344.811615,80.070831,48.712734,312.176849,86.49765,46.886307,271.2659,90.27243,42.392727,0,0,0,0,0,0,0,1,0
875,'2018/04/07 15:48:40:346',9,452.965576,65.82016,29.0403,371.600128,75.984192,45.946503,344.382416,81.612427,48.689594,311.991241,88.395752,46.775566,270.028259,90.368591,42.413231,0,0,0,0,0,0,0,1,0
876,'2018/04/07 15:48:40:413',9,453.06958,65.850922,28.751497,372.456451,75.052246,45.826576,342.997772,77.962738,48.90131,312.229431,87.475037,46.787941,270.374268,89.406921,42.466724,0,0,0,0,0,0,0,1,0
877,'2018/04/07 15:48:40:463',9,455.817627,63.203613,28.359423,376.569092,75.048676,45.9842,348.778259,79.512482,49.01339,314.390015,88.092651,47.208252,273.355011,89.531616,42.97216,0,0,0,0,0,0,0,1,0
878,'2018/04/07 15:48:40:530',9,456.054962,64.861633,28.404503,375.152618,74.677124,46.104698,348.995331,81.168091,48.879074,313.766418,87.566772,47.265812,272.490723,89.639465,42.977879,0,0,0,0,0,0,0,1,0
879,'2018/04/07 15:48:40:582',9,456.373322,65.197693,28.458326,373.404877,73.700958,46.201118,345.36441,79.144745,49.086372,313.250244,87.257385,47.187809,271.638153,89.407043,42.871513,0,0,0,0,0,0,0,1,0
880,'2018/04/07 15:48:40:630',9,456.478394,65.475128,28.504736,372.692017,73.547791,46.258316,345.682892,80.18631,48.978706,312.950928,87.141571,47.16814,271.661316,89.68277,42.778313,0,0,0,0,0,0,0,1,0
881,'2018/04/07 15:48:40:679',9,456.202362,65.110718,28.421423,372.191193,73.308228,46.178905,344.263367,79.039337,48.972847,312.343231,86.294769,47.068764,270.916565,88.781952,42.671345,0,0,0,0,0,0,0,1,0
882,'2018/04/07 15:48:40:731',9,455.478333,64.855042,28.563124,371.576904,74.060089,46.116837,342.833435,78.878967,48.949783,312.87323,83.329315,47.097832,269.975891,88.385132,42.544365,0,0,0,0,0,0,0,1,0
883,'2018/04/07 15:48:40:782',9,455.174408,64.876495,28.586494,372.074005,75.203461,46.027142,341.912292,77.440796,49.086617,313.20282,84.076019,47.03249,270.074493,88.782074,42.501431,0,0,0,0,0,0,0,1,0
884,'2018/04/07 15:48:40:830',9,454.568787,65.031555,28.620274,371.858521,74.854248,46.021648,341.511719,76.526459,49.118279,313.450317,85.840149,46.828812,270.059326,88.710938,42.44928,0,0,0,0,0,0,0,1,0
885,'2018/04/07 15:48:40:878',9,452.652527,67.298462,28.956556,371.33609,75.655945,46.100731,342.514465,78.480957,49.041241,313.414368,85.521027,46.889614,269.511566,88.931702,42.43713,0,0,0,0,0,0,0,1,0
886,'2018/04/07 15:48:40:932',9,451.920197,65.699097,28.707579,372.24588,74.235413,46.059433,343.800568,76.956757,49.05476,311.70343,86.012756,46.925468,270.727905,88.440674,42.523705,0,0,0,0,0,0,0,1,0
887,'2018/04/07 15:48:40:982',9,451.423279,65.616425,28.501463,373.241028,74.150452,45.999638,344.970337,77.547302,48.978844,312.850159,84.955048,47.034092,271.777313,89.037384,42.518654,0,0,0,0,0,0,0,1,0
888,'2018/04/07 15:48:41:031',9,451.723938,66.446808,28.669291,373.033936,75.498322,46.093616,343.452637,78.841827,49.096569,313.293915,85.611267,47.061356,271.438507,89.890472,42.465717,0,0,0,0,0,0,0,1,0
889,'2018/04/07 15:48:41:079',9,451.605408,69.781158,29.274609,372.52301,77.113342,46.350815,342.969788,81.048737,49.279819,314.646118,87.438599,47.09668,271.453827,91.481049,42.448368,0,0,0,0,0,0,0,1,0
890,'2018/04/07 15:48:41:128',9,452.28006,70.894104,29.504168,371.016541,77.100433,46.599747,341.112122,79.463135,49.647865,314.860474,89.170532,47.065681,271.00824,91.423615,42.492573,0,0,0,0,0,0,0,1,0
891,'2018/04/07 15:48:41:182',9,453.547424,70.235931,29.371132,370.824249,76.948212,46.630108,340.242645,76.974213,49.868084,314.193542,87.159485,47.252853,270.932556,90.639008,42.546089,0,0,0,0,0,0,0,1,0
892,'2018/04/07 15:48:41:233',9,453.933258,69.473999,29.340021,370.325165,76.010986,46.728676,341.513733,77.356812,49.832798,314.784393,87.964417,47.194603,271.206787,90.699829,42.539192,0,0,0,0,0,0,0,1,0
893,'2018/04/07 15:48:41:281',9,456.344208,65.719513,28.788174,370.759918,76.766541,46.876343,342.468811,78.016876,49.982109,315.214661,87.356079,47.468788,271.388306,91.104645,42.74078,0,0,0,0,0,0,0,1,0
894,'2018/04/07 15:48:41:329',9,454.904663,65.788757,28.603041,371.047546,74.611633,46.878979,345.148376,77.628143,49.849243,315.105225,89.75116,47.28479,272.362061,90.199524,42.853714,0,0,0,0,0,0,0,1,0
895,'2018/04/07 15:48:41:382',9,453.872833,65.661743,28.332035,371.920624,74.822083,46.532551,344.944305,75.86911,49.698681,314.754333,86.93631,47.347977,272.640442,89.594025,42.749611,0,0,0,0,0,0,0,1,0
896,'2018/04/07 15:48:41:430',9,453.974518,65.086334,28.350611,371.651062,74.383545,46.508347,344.881531,76.621155,49.571632,314.476501,87.010712,47.274937,272.009949,89.047699,42.741234,0,0,0,0,0,0,0,1,0
897,'2018/04/07 15:48:41:480',9,454.429321,64.641968,28.448429,370.811157,73.998993,46.571617,344.190247,76.938599,49.54118,313.468323,86.254089,47.307255,271.239624,88.612091,42.724148,0,0,0,0,0,0,0,1,0
898,'2018/04/07 15:48:41:529',9,454.411316,64.241821,28.597181,371.293915,75.722839,46.479668,343.288544,77.423096,49.560825,313.479553,85.533173,47.355682,270.354614,88.381439,42.754147,0,0,0,0,0,0,0,1,0
899,'2018/04/07 15:48:41:583',9,454.001343,64.673676,28.77195,369.991791,73.916321,46.590622,344.684265,80.554413,49.188293,314.225525,86.804291,47.119907,270.697205,88.802399,42.63036,0,0,0,0,0,0,0,1,0
900,'2018/04/07 15:48:41:632',9,454.016876,64.236084,28.782022,370.403748,74.769409,46.50164,344.614319,79.956848,49.215576,313.805237,87.008057,47.108902,270.190552,88.545258,42.656651,0,0,0,0,0,0,0,1,0
901,'2018/04/07 15:48:41:681',9,453.851807,65.111755,28.847006,370.699097,76.429352,46.399559,345.797607,83.43335,48.898342,312.468567,86.267456,47.257816,269.649597,88.618134,42.701965,0,0,0,0,0,0,0,1,0
902,'2018/04/07 15:48:41:729',9,452.713226,64.393524,28.544022,370.30658,74.889099,46.21344,343.081177,78.502533,49.080227,311.222839,86.253082,47.075253,268.874756,86.946472,42.731377,0,0,0,0,0,0,0,1,0
903,'2018/04/07 15:48:41:781',9,451.885925,63.419983,28.297295,370.355927,71.753967,46.090973,342.074127,73.154236,49.17791,310.316864,87.076141,46.779873,269.807526,87.320374,42.582897,0,0,0,0,0,0,0,1,0
904,'2018/04/07 15:48:41:829',9,451.540588,65.213379,28.272486,369.567596,71.417938,45.856052,341.331635,73.486786,48.885586,309.070404,86.862213,46.490669,268.533752,88.101501,42.195595,0,0,0,0,0,0,0,1,0
